start_idx,end_idx,start_month,lb_centroid_0,dtw_centroid_0,dtw_exact_flag_centroid_0,lb_centroid_1,dtw_centroid_1,dtw_exact_flag_centroid_1,lb_centroid_2,dtw_centroid_2,dtw_exact_flag_centroid_2,lb_centroid_3,dtw_centroid_3,dtw_exact_flag_centroid_3
208,219,1999-05-01,0.9060194687228019,4.603059822500619,True,0.7345827009159525,1.8842872085603215,True,3.179014594700069,4.655155214038267,True,0.59819007025256,1.2089898947929965,True
209,220,1999-06-01,2.130457533369386,5.211847291366352,True,0.6141955493700195,1.2517465691348693,True,2.017846831680634,3.5920589219703514,True,2.171233211978423,2.357477280621534,True
210,221,1999-07-01,2.380221120088732,2.380221120088732,False,0.7458128872497269,1.5688490536802355,True,1.466512290528882,2.0707939895455914,True,2.493001604869892,2.6792369180781104,True
211,222,1999-08-01,2.2407409297047245,4.9864529756558165,True,0.6199312079297604,1.6212975575156428,True,1.1044931346676197,1.8747792775356977,True,2.687210713651922,3.0689577276600897,True
212,223,1999-09-01,1.4064209058589383,3.9540960708171102,True,0.6199312079297652,1.85432092468654,True,1.0968562010473712,1.6754982318619096,True,2.798839136512968,3.7896868241184056,True
213,224,1999-10-01,0.8471290860510631,3.350483139357965,True,0.7725824760666938,2.3035957030803407,True,0.6656301158800858,1.5754113275839252,True,3.3200555715188456,5.360603798709919,True
214,225,1999-11-01,0.5697236670192392,3.184580165442366,True,1.3044208337090322,2.5301526971870416,True,0.6162737633850931,1.5593123516462237,True,3.585920055646213,5.303031636473682,True
215,226,1999-12-01,0.48873526297369524,1.9656436082206608,True,2.0758005229237,4.6914242337012775,True,0.7966102804370431,1.9209023524690436,True,3.694221392725635,4.788858178211567,True
216,227,2000-01-01,0.5312640530416832,1.5831904850030898,True,2.3956096899729897,2.3956096899729897,False,1.412723704326412,2.8009565085750374,True,3.4613228533504907,4.009507707744858,True
217,228,2000-02-01,0.647430186652464,1.6151022698535045,True,2.381045795097195,5.583337911372898,True,2.7163527506899476,3.445862806172298,True,2.5064487417310346,3.2538886443252637,True
218,229,2000-03-01,0.825789742947417,2.217356711588119,True,1.6343718685906115,4.733503421244241,True,3.4734734493715798,4.311630828500869,True,1.5381505946137235,2.245505568710355,True
